gameId,game_datetime,game_length,game_version,puuid,placement,last_round,level,TFT11_Sivir,TFT11_Riven,TFT11_Shen,TFT11_TahmKench,TFT11_Galio,TFT11_Kaisa,TFT11_Sylas,TFT11_Udyr,TFT11_Kayle,TFT11_Caitlyn,TFT11_RekSai,TFT11_Jax,TFT11_Aatrox,TFT11_Kindred,TFT11_Senna,TFT11_Gnar,TFT11_Ornn,TFT11_Azir,TFT11_Janna,TFT11_Soraka,TFT11_Diana,TFT11_Hwei,TFT11_Rakan,TFT11_WuKong,TFT11_Annie,TFT11_Lillia,TFT11_Lissandra,TFT11_Zyra,TFT11_Morgana,TFT11_KhaZix,TFT11_Yone,TFT11_Kayn,TFT11_Neeko,TFT11_Bard,TFT11_Zoe,TFT11_LeeSin,TFT11_Irelia,TFT11_KogMaw,TFT11_Illaoi,TFT11_Yasuo,TFT11_Qiyana,TFT11_Volibear,TFT11_Tristana,TFT11_Ashe,TFT11_Nautilus,TFT11_Yorick,TFT11_Alune,TFT11_Sett,TFT11_Ahri,TFT11_Lux,TFT11_Amumu,TFT11_Syndra,TFT11_FortuneYord,TFT11_Darius,TFT11_Aphelios,TFT11_Thresh,TFT11_ChoGath,TFT11_Malphite,TFT11_Garen,TFT11_Teemo,TFT11_Xayah,Combination
KR_7005408175,1711608635465,2161.77392578125,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,altTg3CM_47LUyITfztqUKlUhOgx6GhnDswYfvBB1AQtcvU027qCGhQAbXDHBkDmWMfIZDdGvbAqxA,4,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Janna, TFT11_Diana, TFT11_LeeSin, TFT11_Irelia, TFT11_Yasuo, TFT11_Qiyana, TFT11_Volibear, TFT11_Tristana"
KR_7005408175,1711608635465,2161.77392578125,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,Yk6HYJq4nRjZHf6O_AkcRT1osVcbWTRz7TpO_IND7Hq3_U6LQeHYaeBBbw3DzotUw3i7YoW1sqIynw,8,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Azir, TFT11_Janna, TFT11_Soraka, TFT11_Diana, TFT11_WuKong, TFT11_Lissandra, TFT11_KhaZix, TFT11_Neeko, TFT11_Qiyana"
KR_7005408175,1711608635465,2161.77392578125,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,mptEuTzeZ2MWsLxe4KfwLTr2iJp2uUphE7maw8CwGfeeFKXOVZ0_E8GccCzgNUfy0wiRJ1BGd1LOGQ,1,37,9,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Kaisa, TFT11_Sylas, TFT11_Annie, TFT11_Kayn, TFT11_LeeSin, TFT11_Ashe, TFT11_Nautilus"
KR_7005408175,1711608635465,2161.77392578125,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,yAVc-bTbi86qYF3ePtvTr0DTW367seRmnhXqPLIMwmw9xLZWbrw9uIX2wSTodseM41RIG-UnnGajOw,3,37,8,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Sylas, TFT11_Kindred, TFT11_Ornn, TFT11_Yone, TFT11_Kayn, TFT11_Yorick, TFT11_Alune, TFT11_Sett"
KR_7005408175,1711608635465,2161.77392578125,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,sV7rWaPHoFjEfvl08t9S7g6GXaExIb_mFB5zJnjxrnpyz194sQ9cPmMXEmDMKxih5iWucZRngigxPA,2,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,0,0,0,0,0,0,0,"TFT11_Soraka, TFT11_Neeko, TFT11_Zoe, TFT11_Illaoi, TFT11_Ahri, TFT11_Lux, TFT11_Amumu, TFT11_Syndra"
KR_7005408175,1711608635465,2161.77392578125,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,rx1nmyxEddDyQujL2nvjfiHV_LDcBEo-zyf16l3BFnXQExOMoB6tNss-WGlc_GRgcac2tg1GhDgBhg,5,31,8,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Sivir, TFT11_Riven, TFT11_TahmKench, TFT11_Kayle, TFT11_Soraka, TFT11_Rakan, TFT11_Neeko, TFT11_Bard, TFT11_Zoe"
KR_7005214080,1711588857166,2142.50341796875,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,ppswlnbH3iQULFfZt423gLiK4rSbYDCLI_dPgk1YnJMBByl-8Eg4lcwTOmmgpk7JP_tX8c9nk43bnQ,3,35,8,0,0,2,0,0,0,0,0,0,2,0,2,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Shen, TFT11_Caitlyn, TFT11_Jax, TFT11_Aatrox, TFT11_Senna, TFT11_Gnar, TFT11_Ornn, TFT11_Illaoi"
KR_7005214080,1711588857166,2142.50341796875,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,Bq-dNz0a_ae0oK4a7OwWHnnxDqIkKtR36iCb2wqq921tQRaoFt7b6KnZpyUiFWQy7JpTBmQ_Xqbuow,8,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Janna, TFT11_Diana, TFT11_Rakan, TFT11_Lillia, TFT11_Morgana, TFT11_Neeko, TFT11_Illaoi, TFT11_Nautilus"
KR_7005214080,1711588857166,2142.50341796875,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,1MSb4OcTdez1yCXQgMUI86CTNMYd5BIGia2wfmXZq6-XGS3NhZADUebftAZp03chsm4clO5iy_R0vA,1,36,9,0,2,0,2,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"TFT11_Riven, TFT11_TahmKench, TFT11_Galio, TFT11_Sylas, TFT11_RekSai, TFT11_Aatrox, TFT11_Soraka, TFT11_Kayn, TFT11_FortuneYord"
KR_7005214080,1711588857166,2142.50341796875,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,LZ6lv1UG0xUMVNyzu-R4xTNkHietPz1rLIdevEkkzaTzQc15A3FZvJR1BnDIVnDvXJHcRay84sZCQw,7,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,2,0,0,0,3,1,2,0,0,0,0,0,"TFT11_Kindred, TFT11_WuKong, TFT11_Yasuo, TFT11_Yorick, TFT11_Ahri, TFT11_Lux, TFT11_Darius, TFT11_Aphelios, TFT11_Thresh"
KR_7005214080,1711588857166,2142.50341796875,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,Ze--uF3lnbJjyBjMJaB_cu7BrwPEbpzzosrDMSpZ4whBSq1IagnnWZpj3sEKtDZuRqiaS0FgT5xYFg,6,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,"TFT11_Soraka, TFT11_Lillia, TFT11_Neeko, TFT11_KogMaw, TFT11_Illaoi, TFT11_Nautilus, TFT11_ChoGath, TFT11_Malphite"
KR_7005214080,1711588857166,2142.50341796875,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,mptEuTzeZ2MWsLxe4KfwLTr2iJp2uUphE7maw8CwGfeeFKXOVZ0_E8GccCzgNUfy0wiRJ1BGd1LOGQ,4,35,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Udyr, TFT11_Ornn, TFT11_Azir, TFT11_Hwei, TFT11_Annie, TFT11_Lillia, TFT11_Nautilus, TFT11_Alune, TFT11_Sett"
KR_7005214080,1711588857166,2142.50341796875,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,rx1nmyxEddDyQujL2nvjfiHV_LDcBEo-zyf16l3BFnXQExOMoB6tNss-WGlc_GRgcac2tg1GhDgBhg,5,34,8,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Galio, TFT11_Sylas, TFT11_Kindred, TFT11_Soraka, TFT11_Rakan, TFT11_KhaZix, TFT11_Yone, TFT11_Kayn"
KR_7005214080,1711588857166,2142.50341796875,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,iYqxpOOA5Vz_4QgUSkv4qyZbyE8vLwB5WpHnp9HhMly6ofuIL00hqpgXr9Vgcqbdc9arzvxHK_-XGQ,2,36,7,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Sivir, TFT11_Riven, TFT11_TahmKench, TFT11_Kayle, TFT11_Soraka, TFT11_Neeko, TFT11_Bard, TFT11_Zoe"
KR_7005190828,1711586217976,2181.769775390625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,f_FjoqePHsNtmNNVFUK_x3hb-qYswsa4XumRIA253NJIB9y7tSRnsj5_FZK4qwNNlNmutiH-TWl1XQ,3,36,9,0,0,3,0,0,0,0,1,0,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Shen, TFT11_Udyr, TFT11_Caitlyn, TFT11_Jax, TFT11_Aatrox, TFT11_Senna, TFT11_Irelia, TFT11_Illaoi, TFT11_Volibear"
KR_7005190828,1711586217976,2181.769775390625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,PZEo12ehEDEOPTJ25arc9uLxvd6vqmfRMtQAucAtipxtIMDMnxnjAj1fPt7ihFVCWVf_7h2QzSVs6A,4,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,2,0,3,2,2,0,0,0,0,0,"TFT11_Kindred, TFT11_Yasuo, TFT11_Sett, TFT11_Ahri, TFT11_Syndra, TFT11_Darius, TFT11_Aphelios, TFT11_Thresh"
KR_7005190828,1711586217976,2181.769775390625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,mptEuTzeZ2MWsLxe4KfwLTr2iJp2uUphE7maw8CwGfeeFKXOVZ0_E8GccCzgNUfy0wiRJ1BGd1LOGQ,2,38,9,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"TFT11_Riven, TFT11_Galio, TFT11_Kayle, TFT11_Rakan, TFT11_WuKong, TFT11_Zyra, TFT11_Zoe, TFT11_LeeSin, TFT11_Irelia, TFT11_Garen"
KR_7005190828,1711586217976,2181.769775390625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,2Qo57_yhTo4bJLL8j04v8yOHd9RYrwtjEpe1wqg0FOqHAouFcGM4Nc3LvRJKhWk5U90yuBybPj5Zrg,5,34,9,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Galio, TFT11_Udyr, TFT11_Ornn, TFT11_Azir, TFT11_Soraka, TFT11_Diana, TFT11_Hwei, TFT11_Rakan, TFT11_WuKong"
KR_7005190828,1711586217976,2181.769775390625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,g7czitIBfBrL6554DeXJpZ_id1_2n0Cyzu0r0tTC__bQCfvKGWSoZN0vEWlNgfdIJGZ0HRODPhdKMA,6,32,9,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Riven, TFT11_Galio, TFT11_Kayle, TFT11_Janna, TFT11_Diana, TFT11_Rakan, TFT11_WuKong, TFT11_Zyra, TFT11_LeeSin, TFT11_Volibear"
KR_7005190828,1711586217976,2181.769775390625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,M6OtnT2Ad4fhM9Sj1fh1odtr0p4oO6rqxc6qtW_lPlrkX8wfqUm-LMYHb_SRi56T8-X0npFDIZj9GQ,1,38,9,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Sivir, TFT11_Riven, TFT11_TahmKench, TFT11_Kayle, TFT11_Soraka, TFT11_Hwei, TFT11_Neeko, TFT11_Bard, TFT11_Zoe, TFT11_Nautilus"
KR_7005190828,1711586217976,2181.769775390625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,hc3eqePiD4mfeIUOT_ebQbR55hF232PQOKAMVI6-5tvdbPtmAcwjelA5-aSyuCUGsaIkGaAp3OmCaw,8,26,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Udyr, TFT11_Ornn, TFT11_Janna, TFT11_Soraka, TFT11_Diana, TFT11_Hwei, TFT11_Rakan, TFT11_Annie, TFT11_LeeSin, TFT11_Irelia"
KR_7005190828,1711586217976,2181.769775390625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,BLKLr0C6Px7qhf5vNe5jyzYIK2h_QRO2T69teeCtMMU8rGEAV3ZK2hpKlZemnjl1Q6Ti5XnY5G1lRw,7,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,"TFT11_WuKong, TFT11_Lissandra, TFT11_Morgana, TFT11_Neeko, TFT11_Illaoi, TFT11_Ahri, TFT11_Lux, TFT11_Syndra, TFT11_Thresh"
KR_7005187292,1711583884188,2441.18603515625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,T22jjSqZYa-44xxBf5eICx3GbS7ea9AYnXuU4H-S-oMvObNACyVVfOTKnH8QTp_qjS8_5og_53N4MQ,6,26,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Riven, TFT11_Udyr, TFT11_Ornn, TFT11_Diana, TFT11_Hwei, TFT11_Lissandra, TFT11_Irelia, TFT11_Sett"
KR_7005187292,1711583884188,2441.18603515625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,iYqxpOOA5Vz_4QgUSkv4qyZbyE8vLwB5WpHnp9HhMly6ofuIL00hqpgXr9Vgcqbdc9arzvxHK_-XGQ,3,36,8,0,0,0,0,0,0,0,0,0,2,2,2,3,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Caitlyn, TFT11_RekSai, TFT11_Jax, TFT11_Aatrox, TFT11_Senna, TFT11_Gnar, TFT11_Ornn, TFT11_Azir"
KR_7005187292,1711583884188,2441.18603515625,Version 14.6.570.6276 (Mar 25 2024/14:00:15) [PUBLIC] <Releases/14.6>,g7czitIBfBrL6554DeXJpZ_id1_2n0Cyzu0r0tTC__bQCfvKGWSoZN0vEWlNgfdIJGZ0HRODPhdKMA,5,35,9,0,2,0,0,2,0,2,0,1,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"TFT11_Riven, TFT11_Galio, TFT11_Sylas, TFT11_Kayle, TFT11_RekSai, TFT11_Gnar, TFT11_Ornn, TFT11_Azir, TFT11_Irelia, TFT11_Sett"
